"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_tipo_programa_mov","des_tipo_programa_mov","cod_programa_movilidad","des_programa_movilidad","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","anio_nacimiento","cod_genero","des_genero","cod_nivel_formativo_destino","des_nivel_formativo_destino","cod_universidad_procedencia","des_universidad_procedencia","cod_ambito_univ_procedencia","des_ambito_univ_procedencia","cod_municipio_univ_procedencia","des_municipio_univ_procedencia","cod_pais_univ_procedencia","des_pais_univ_procedencia","lat_pais_univ_procedencia","lon_pais_univ_procedencia","cod_continente_univ_procedencia","des_continente_univ_procedencia","cod_agregacion_paises_univ_procedencia","des_agregacion_paises_univ_procedencia","cod_municipio_destino","des_municipio_destino","cod_comunidad_destino","des_comunidad_destino","cod_provincia_destino","des_provincia_destino","lat_municipio_destino","lon_municipio_destino","cod_ambito_univ_destino","des_ambito_univ_destino","mes_inicio_programa","mes_fin_programa"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1994","H","Hombre","1","Grado, Ciclos","I GENOVA01","UNIVERSITÀ DEGLI STUDI DI GENOVA",,,,"GENOVA","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"092018","062019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1997","H","Hombre","1","Grado, Ciclos","I PISA01","UNIVERSITÁ DI PISA",,,,"PISA","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28074","LEGANÉS","13","Madrid","28","Madrid","40.32642","-3.758988",,,"012019","062019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1996","H","Hombre","2","Máster","I TORINO02","POLITECNICO DI TORINO",,,,"TURIN","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"102018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1997","H","Hombre","1","Grado, Ciclos","I ROMA01","UNIVERSITA' DEGLI STUDI DI ROMA 'LA SAPIENZA'",,,,"ROMA","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28079","MADRID","13","Madrid","28","Madrid","40.41669","-3.700346",,,"082018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","024","Angola","-11.202692","17.873887","002","África","202","África Subsahariana","1995","H","Hombre","2","Máster","I MILANO01","UNIVERSITÀ DEGLI STUDI DI MILANO",,,,"MILANO","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"082018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1997","H","Hombre","9",,"I MILANO02","POLITECNICO DI MILANO",,,,"MILANO","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28074","LEGANÉS","13","Madrid","28","Madrid","40.32642","-3.758988",,,"082018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1994","H","Hombre","1","Grado, Ciclos","I ROMA16","UNIVERSITA' DEGLI STUDI ROMA TRE",,,,"ROME","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"022019","062019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1997","H","Hombre","1","Grado, Ciclos","I MILANO16","UNIVERSITÀ DEGLI STUDI DI MILANO-BICOCCA",,,,"MILANO","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28074","LEGANÉS","13","Madrid","28","Madrid","40.32642","-3.758988",,,"082018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1995","H","Hombre","1","Grado, Ciclos","I MILANO01","UNIVERSITÀ DEGLI STUDI DI MILANO",,,,"MILANO","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"012019","062019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1998","H","Hombre","1","Grado, Ciclos","I TORINO02","POLITECNICO DI TORINO",,,,"TURIN","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28079","MADRID","13","Madrid","28","Madrid","40.41669","-3.700346",,,"082018","062019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1995","H","Hombre","1","Grado, Ciclos","I MILANO01","UNIVERSITÀ DEGLI STUDI DI MILANO",,,,"MILANO","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28074","LEGANÉS","13","Madrid","28","Madrid","40.32642","-3.758988",,,"082018","012019"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","036","Universidad Carlos III de Madrid","2018-19","1","Estudios y/o proyecto fin de grado","10","ERASMUS +","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","1997","H","Hombre","1","Grado, Ciclos","I PISA01","UNIVERSITÁ DI PISA",,,,"PISA","380","Italia","41.87194","12.56738","150","Europa","039","Europa meridional","28065","GETAFE","13","Madrid","28","Madrid","40.30498","-3.732677",,,"092018","012019"
